time,temp,dwpt,rhum,wdir,wspd,pres,coco,DAY(time),MONTH(time),WEEKDAY(time),YEAR(time),PM10,PM2_5
2024-04-30 00:00:00,24.4,18.3,69.0,311.0,21.6,1009.4,1,30.0,4.0,1.0,2024.0,89.2,30.0
2024-04-30 01:00:00,24.1,13.3,51.0,324.0,19.1,1010.2,1,30.0,4.0,1.0,2024.0,89.9,29.5
2024-04-30 02:00:00,25.1,13.6,49.0,328.0,19.4,1010.3,1,30.0,4.0,1.0,2024.0,93.6,30.4
2024-04-30 03:00:00,27.9,10.1,33.0,334.0,16.2,1010.6,1,30.0,4.0,1.0,2024.0,109.4,32.7
2024-04-30 12:00:00,34.2,6.5,18.0,248.0,26.3,1005.7,1,30.0,4.0,1.0,2024.0,121.5,23.2
2024-04-30 13:00:00,32.5,7.4,21.0,251.0,27.7,1005.8,3,30.0,4.0,1.0,2024.0,105.7,25.3
2024-04-30 14:00:00,30.1,11.1,31.0,260.0,29.9,1005.9,3,30.0,4.0,1.0,2024.0,92.4,27.7
2024-04-30 15:00:00,29.2,13.8,39.0,266.0,31.0,1006.5,2,30.0,4.0,1.0,2024.0,94.8,29.5
2024-04-30 16:00:00,29.1,14.9,42.0,269.0,33.5,1006.8,1,30.0,4.0,1.0,2024.0,125.3,31.0
2024-04-30 23:00:00,23.9,-1.9,18.0,321.0,22.0,1006.3,1,30.0,4.0,1.0,2024.0,130.4,36.3
2024-05-01 12:00:00,32.6,3.5,16.0,250.0,25.2,1004.0,1,1.0,5.0,2.0,2024.0,130.4,27.0
2024-05-01 21:00:00,25.4,18.3,65.0,299.0,20.2,1005.0,3,1.0,5.0,2.0,2024.0,115.9,41.7
2024-05-01 22:00:00,24.0,18.2,70.0,320.0,17.6,1004.5,3,1.0,5.0,2.0,2024.0,100.6,38.8
2024-05-01 23:00:00,22.7,18.0,75.0,318.0,18.4,1004.5,3,1.0,5.0,2.0,2024.0,86.4,35.7
2024-05-02 00:00:00,20.8,18.2,85.0,346.0,15.8,1005.2,3,2.0,5.0,3.0,2024.0,108.5,42.8
2024-05-02 12:00:00,31.9,16.2,39.0,254.0,29.2,1003.8,1,2.0,5.0,3.0,2024.0,125.3,37.3
2024-05-02 13:00:00,30.3,18.4,49.0,257.0,26.3,1004.1,3,2.0,5.0,3.0,2024.0,117.8,34.2
2024-05-02 14:00:00,28.6,22.4,69.0,262.0,25.2,1005.0,3,2.0,5.0,3.0,2024.0,99.4,29.0
2024-05-02 15:00:00,27.6,23.4,78.0,258.0,18.4,1006.3,3,2.0,5.0,3.0,2024.0,85.7,23.7
2024-05-02 16:00:00,27.0,23.7,82.0,263.0,15.1,1006.9,3,2.0,5.0,3.0,2024.0,75.4,20.0
2024-05-02 17:00:00,26.9,23.6,82.0,262.0,11.9,1007.4,3,2.0,5.0,3.0,2024.0,69.4,17.6
2024-05-02 18:00:00,27.0,23.5,81.0,268.0,13.3,1007.4,3,2.0,5.0,3.0,2024.0,65.4,15.7
2024-05-02 19:00:00,26.6,23.5,83.0,265.0,14.4,1007.2,3,2.0,5.0,3.0,2024.0,57.7,13.7
2024-05-02 20:00:00,26.1,24.0,88.0,259.0,16.2,1006.4,3,2.0,5.0,3.0,2024.0,52.4,11.3
2024-05-02 21:00:00,26.0,23.9,88.0,258.0,16.2,1006.1,3,2.0,5.0,3.0,2024.0,42.6,10.1
2024-05-02 22:00:00,26.0,23.7,87.0,267.0,19.1,1006.2,3,2.0,5.0,3.0,2024.0,35.3,9.3
2024-05-02 23:00:00,25.9,24.1,90.0,267.0,21.2,1006.2,3,2.0,5.0,3.0,2024.0,29.7,9.3
2024-05-03 00:00:00,25.8,24.6,93.0,269.0,24.1,1006.3,3,3.0,5.0,4.0,2024.0,24.6,9.3
2024-05-03 01:00:00,25.9,25.0,95.0,277.0,21.2,1006.0,3,3.0,5.0,4.0,2024.0,23.5,10.0
2024-05-03 02:00:00,26.8,24.8,89.0,279.0,18.7,1006.4,3,3.0,5.0,4.0,2024.0,28.2,12.3
2024-05-03 03:00:00,27.8,24.4,82.0,274.0,14.8,1006.7,3,3.0,5.0,4.0,2024.0,33.5,14.3
2024-05-03 04:00:00,29.3,24.0,73.0,264.0,19.8,1007.3,3,3.0,5.0,4.0,2024.0,36.2,15.0
2024-05-03 05:00:00,29.4,24.5,75.0,268.0,23.8,1007.7,3,3.0,5.0,4.0,2024.0,41.3,15.1
2024-05-03 06:00:00,29.3,24.6,76.0,270.0,24.5,1007.8,3,3.0,5.0,4.0,2024.0,52.4,15.8
2024-05-03 07:00:00,29.7,24.3,73.0,263.0,20.9,1007.6,3,3.0,5.0,4.0,2024.0,70.3,17.2
2024-05-03 08:00:00,31.9,23.4,61.0,266.0,26.3,1006.9,3,3.0,5.0,4.0,2024.0,92.7,19.3
2024-05-03 09:00:00,30.9,22.8,62.0,266.0,25.9,1006.2,3,3.0,5.0,4.0,2024.0,97.3,21.7
2024-05-03 10:00:00,31.8,21.6,55.0,265.0,28.8,1005.8,3,3.0,5.0,4.0,2024.0,77.1,23.1
2024-05-03 11:00:00,31.9,19.5,48.0,265.0,31.0,1005.5,3,3.0,5.0,4.0,2024.0,59.8,23.2
2024-05-03 12:00:00,31.3,20.0,51.0,260.0,29.2,1005.4,3,3.0,5.0,4.0,2024.0,59.8,23.8
2024-05-03 13:00:00,29.8,20.9,59.0,253.0,25.6,1005.4,3,3.0,5.0,4.0,2024.0,61.2,24.2
2024-05-03 14:00:00,28.9,21.9,66.0,249.0,24.8,1006.0,3,3.0,5.0,4.0,2024.0,62.2,24.6
2024-05-03 15:00:00,28.4,23.3,74.0,251.0,26.6,1006.8,3,3.0,5.0,4.0,2024.0,61.0,24.9
2024-05-03 16:00:00,28.3,22.8,72.0,247.0,27.4,1007.3,3,3.0,5.0,4.0,2024.0,58.9,24.6
2024-05-03 17:00:00,27.9,23.7,78.0,255.0,25.6,1007.9,3,3.0,5.0,4.0,2024.0,57.4,23.8
2024-05-03 18:00:00,27.6,24.5,83.0,255.0,24.8,1008.2,3,3.0,5.0,4.0,2024.0,56.3,24.3
2024-05-03 19:00:00,27.4,24.7,85.0,259.0,25.2,1008.1,3,3.0,5.0,4.0,2024.0,55.8,24.6
2024-05-03 20:00:00,27.2,24.5,85.0,263.0,24.5,1007.7,3,3.0,5.0,4.0,2024.0,55.1,25.0
2024-05-03 21:00:00,26.8,24.5,87.0,273.0,24.8,1006.9,3,3.0,5.0,4.0,2024.0,54.9,25.7
2024-05-03 22:00:00,26.7,24.4,87.0,266.0,24.1,1007.1,3,3.0,5.0,4.0,2024.0,54.8,26.4
2024-05-03 23:00:00,26.5,24.0,86.0,260.0,25.6,1007.3,3,3.0,5.0,4.0,2024.0,54.4,26.8
2024-05-04 00:00:00,26.3,24.0,87.0,262.0,28.4,1007.7,3,4.0,5.0,5.0,2024.0,53.7,27.2
2024-05-04 01:00:00,26.0,24.0,89.0,276.0,30.2,1008.4,3,4.0,5.0,5.0,2024.0,53.7,27.6
2024-05-04 02:00:00,26.7,23.6,83.0,278.0,31.0,1009.1,3,4.0,5.0,5.0,2024.0,55.4,27.5
2024-05-04 03:00:00,27.9,23.3,76.0,283.0,29.9,1009.7,3,4.0,5.0,5.0,2024.0,54.4,25.8
2024-05-04 04:00:00,28.9,22.4,68.0,288.0,28.1,1010.0,3,4.0,5.0,5.0,2024.0,53.6,23.9
2024-05-04 05:00:00,30.0,21.1,59.0,288.0,27.7,1010.2,3,4.0,5.0,5.0,2024.0,53.4,22.1
2024-05-04 06:00:00,31.0,20.0,52.0,286.0,29.5,1010.1,3,4.0,5.0,5.0,2024.0,52.0,21.0
2024-05-04 07:00:00,32.3,18.9,45.0,285.0,32.4,1009.1,3,4.0,5.0,5.0,2024.0,49.0,20.0
2024-05-04 08:00:00,32.6,19.1,45.0,281.0,33.1,1008.6,3,4.0,5.0,5.0,2024.0,45.1,18.7
2024-05-04 09:00:00,33.0,18.4,42.0,276.0,33.8,1007.9,2,4.0,5.0,5.0,2024.0,44.6,18.2
2024-05-04 10:00:00,32.9,18.7,43.0,269.0,32.4,1007.1,1,4.0,5.0,5.0,2024.0,47.4,18.4
2024-05-04 11:00:00,31.6,20.9,53.0,259.0,31.3,1006.8,2,4.0,5.0,5.0,2024.0,52.3,19.0
2024-05-04 12:00:00,30.5,22.1,61.0,256.0,29.9,1006.5,3,4.0,5.0,5.0,2024.0,34.5,14.4
2024-05-04 13:00:00,29.4,22.9,68.0,254.0,28.8,1006.8,2,4.0,5.0,5.0,2024.0,36.1,15.3
2024-05-04 14:00:00,28.3,23.0,73.0,254.0,27.7,1007.1,3,4.0,5.0,5.0,2024.0,38.3,16.6
2024-05-04 15:00:00,27.9,23.7,78.0,258.0,27.0,1007.6,3,4.0,5.0,5.0,2024.0,40.5,18.1
2024-05-04 16:00:00,27.6,24.0,81.0,256.0,27.0,1008.1,3,4.0,5.0,5.0,2024.0,41.6,18.8
2024-05-04 17:00:00,27.3,23.1,78.0,252.0,23.8,1008.7,2,4.0,5.0,5.0,2024.0,43.7,17.6
2024-05-04 18:00:00,26.9,23.6,82.0,250.0,27.0,1008.6,1,4.0,5.0,5.0,2024.0,41.2,16.5
2024-05-04 19:00:00,26.5,24.0,86.0,258.0,27.4,1008.2,1,4.0,5.0,5.0,2024.0,36.8,15.1
2024-05-04 20:00:00,26.1,24.5,91.0,266.0,26.3,1007.9,1,4.0,5.0,5.0,2024.0,31.5,14.2
2024-05-04 21:00:00,26.0,24.6,92.0,272.0,27.0,1007.3,3,4.0,5.0,5.0,2024.0,31.3,15.2
2024-05-04 22:00:00,25.7,24.5,93.0,283.0,23.8,1006.8,3,4.0,5.0,5.0,2024.0,33.3,17.5
2024-05-04 23:00:00,25.9,24.3,91.0,296.0,24.1,1007.0,3,4.0,5.0,5.0,2024.0,35.9,19.5
2024-05-05 00:00:00,26.2,23.9,87.0,284.0,26.3,1007.3,3,5.0,5.0,6.0,2024.0,43.2,20.5
2024-05-05 01:00:00,25.9,23.9,89.0,277.0,27.0,1007.4,3,5.0,5.0,6.0,2024.0,44.7,21.5
2024-05-05 02:00:00,26.7,23.8,84.0,274.0,27.0,1007.9,3,5.0,5.0,6.0,2024.0,50.5,22.6
2024-05-05 03:00:00,28.0,22.7,73.0,272.0,28.1,1008.3,3,5.0,5.0,6.0,2024.0,57.6,22.4
2024-05-05 04:00:00,29.2,22.2,66.0,273.0,28.1,1008.3,3,5.0,5.0,6.0,2024.0,67.5,22.1
2024-05-05 05:00:00,30.3,21.9,61.0,274.0,27.4,1008.4,1,5.0,5.0,6.0,2024.0,81.0,22.3
2024-05-05 06:00:00,31.3,21.8,57.0,273.0,28.4,1008.1,1,5.0,5.0,6.0,2024.0,85.2,22.2
2024-05-05 07:00:00,32.0,21.5,54.0,273.0,31.0,1007.4,1,5.0,5.0,6.0,2024.0,77.3,21.5
2024-05-05 08:00:00,32.4,21.9,54.0,269.0,33.1,1006.7,1,5.0,5.0,6.0,2024.0,67.5,20.6
2024-05-05 09:00:00,32.4,22.2,55.0,268.0,32.8,1005.8,1,5.0,5.0,6.0,2024.0,60.8,20.3
2024-05-05 10:00:00,32.2,22.0,55.0,264.0,31.3,1005.2,1,5.0,5.0,6.0,2024.0,58.7,20.1
2024-05-05 11:00:00,31.7,22.7,59.0,260.0,31.7,1004.6,1,5.0,5.0,6.0,2024.0,57.5,20.0
2024-05-05 12:00:00,30.6,23.0,64.0,257.0,31.3,1004.2,1,5.0,5.0,6.0,2024.0,48.3,17.5
2024-05-05 13:00:00,29.8,23.3,68.0,254.0,29.5,1004.4,1,5.0,5.0,6.0,2024.0,45.3,16.6
2024-05-05 14:00:00,28.3,24.5,80.0,254.0,30.2,1004.7,1,5.0,5.0,6.0,2024.0,38.3,15.2
2024-05-05 15:00:00,27.8,24.8,84.0,258.0,29.9,1005.4,1,5.0,5.0,6.0,2024.0,33.2,14.1
2024-05-05 16:00:00,27.6,24.8,85.0,265.0,26.3,1006.2,1,5.0,5.0,6.0,2024.0,29.6,13.4
2024-05-05 17:00:00,27.4,24.3,83.0,269.0,24.8,1006.7,1,5.0,5.0,6.0,2024.0,30.0,11.9
2024-05-05 18:00:00,27.2,23.9,82.0,278.0,22.7,1006.9,1,5.0,5.0,6.0,2024.0,30.0,11.1
2024-05-05 19:00:00,27.0,23.5,81.0,283.0,19.1,1006.9,1,5.0,5.0,6.0,2024.0,29.2,10.6
2024-05-05 20:00:00,26.9,23.2,80.0,280.0,18.7,1006.3,1,5.0,5.0,6.0,2024.0,29.1,10.2
2024-05-05 21:00:00,26.8,23.1,80.0,277.0,18.4,1005.9,1,5.0,5.0,6.0,2024.0,29.9,10.0
2024-05-05 22:00:00,26.6,23.1,81.0,275.0,18.4,1005.3,1,5.0,5.0,6.0,2024.0,31.0,10.0
2024-05-05 23:00:00,26.6,22.9,80.0,272.0,18.0,1005.1,1,5.0,5.0,6.0,2024.0,31.2,9.8
2024-05-06 00:00:00,26.4,22.3,78.0,270.0,23.0,1005.2,1,6.0,5.0,0.0,2024.0,34.0,10.4
2024-05-06 01:00:00,26.5,22.1,77.0,271.0,23.0,1005.2,1,6.0,5.0,0.0,2024.0,30.2,9.8
2024-05-06 02:00:00,27.8,21.8,70.0,273.0,25.2,1005.9,1,6.0,5.0,0.0,2024.0,27.9,9.6
2024-05-06 03:00:00,29.8,21.5,61.0,277.0,28.1,1006.6,1,6.0,5.0,0.0,2024.0,28.5,9.2
2024-05-06 04:00:00,31.4,20.7,53.0,281.0,30.6,1006.8,1,6.0,5.0,0.0,2024.0,33.3,9.1
2024-05-06 05:00:00,32.6,19.8,47.0,279.0,25.9,1007.1,1,6.0,5.0,0.0,2024.0,57.7,12.9
2024-05-06 06:00:00,33.6,19.7,44.0,277.0,26.6,1007.0,1,6.0,5.0,0.0,2024.0,89.2,18.8
2024-05-06 07:00:00,34.2,19.5,42.0,273.0,27.7,1006.5,1,6.0,5.0,0.0,2024.0,115.3,24.0
2024-05-06 08:00:00,34.6,19.0,40.0,268.0,28.8,1005.9,1,6.0,5.0,0.0,2024.0,129.9,27.1
2024-05-06 09:00:00,34.5,19.7,42.0,266.0,29.9,1005.1,1,6.0,5.0,0.0,2024.0,128.5,27.4
2024-05-06 10:00:00,34.4,20.0,43.0,266.0,30.2,1004.3,1,6.0,5.0,0.0,2024.0,117.3,25.5
2024-05-06 11:00:00,33.4,21.2,49.0,264.0,29.2,1004.0,1,6.0,5.0,0.0,2024.0,99.4,21.9
2024-05-06 12:00:00,32.1,22.5,57.0,260.0,27.4,1003.9,1,6.0,5.0,0.0,2024.0,80.3,18.5
2024-05-06 13:00:00,30.6,23.5,66.0,256.0,24.5,1004.0,1,6.0,5.0,0.0,2024.0,66.8,15.4
2024-05-06 14:00:00,29.2,24.1,74.0,252.0,24.1,1004.3,1,6.0,5.0,0.0,2024.0,52.6,12.5
2024-05-06 15:00:00,28.9,24.2,76.0,248.0,21.2,1004.9,1,6.0,5.0,0.0,2024.0,50.5,12.5
2024-05-06 16:00:00,28.6,24.2,77.0,263.0,19.4,1005.5,1,6.0,5.0,0.0,2024.0,51.5,14.2
2024-05-06 17:00:00,28.2,24.0,78.0,278.0,18.0,1006.2,1,6.0,5.0,0.0,2024.0,55.8,16.1
2024-05-06 18:00:00,27.9,23.9,79.0,261.0,16.2,1006.3,1,6.0,5.0,0.0,2024.0,57.4,17.2
2024-05-06 19:00:00,27.5,23.5,79.0,280.0,18.0,1006.4,1,6.0,5.0,0.0,2024.0,55.3,17.6
2024-05-06 20:00:00,26.8,23.5,82.0,275.0,16.2,1005.6,1,6.0,5.0,0.0,2024.0,53.2,17.7
2024-05-06 21:00:00,26.6,23.1,81.0,264.0,17.6,1005.2,1,6.0,5.0,0.0,2024.0,52.5,18.2
2024-05-06 22:00:00,26.8,22.4,77.0,266.0,22.7,1004.9,1,6.0,5.0,0.0,2024.0,51.3,18.6
2024-05-06 23:00:00,27.0,21.7,73.0,270.0,25.9,1004.8,1,6.0,5.0,0.0,2024.0,50.4,18.6
2024-05-07 00:00:00,26.9,21.7,73.0,275.0,24.5,1004.9,1,7.0,5.0,1.0,2024.0,49.9,17.2
2024-05-07 01:00:00,26.5,21.9,76.0,280.0,22.3,1005.2,1,7.0,5.0,1.0,2024.0,50.1,17.4
2024-05-07 02:00:00,27.7,22.4,73.0,284.0,20.9,1006.0,1,7.0,5.0,1.0,2024.0,50.9,18.5
2024-05-07 03:00:00,30.0,22.2,63.0,282.0,20.5,1006.4,1,7.0,5.0,1.0,2024.0,54.5,19.2
2024-05-07 04:00:00,32.0,20.6,51.0,278.0,22.3,1006.7,1,7.0,5.0,1.0,2024.0,62.6,19.4
2024-05-07 05:00:00,33.2,20.0,46.0,274.0,24.8,1006.9,1,7.0,5.0,1.0,2024.0,81.5,21.9
2024-05-07 06:00:00,34.1,19.8,43.0,271.0,23.4,1007.0,1,7.0,5.0,1.0,2024.0,101.5,25.1
2024-05-07 07:00:00,34.5,20.1,43.0,266.0,25.6,1007.1,1,7.0,5.0,1.0,2024.0,116.2,27.7
2024-05-07 08:00:00,34.7,20.3,43.0,262.0,27.4,1006.8,1,7.0,5.0,1.0,2024.0,123.4,29.0
2024-05-07 09:00:00,34.6,19.8,42.0,258.0,28.1,1006.0,1,7.0,5.0,1.0,2024.0,121.5,28.1
2024-05-07 10:00:00,34.0,20.0,44.0,253.0,28.1,1005.3,1,7.0,5.0,1.0,2024.0,105.5,24.5
2024-05-07 11:00:00,33.2,21.1,49.0,251.0,28.1,1005.1,1,7.0,5.0,1.0,2024.0,87.1,20.3
2024-05-07 12:00:00,31.8,22.8,59.0,251.0,27.4,1005.2,1,7.0,5.0,1.0,2024.0,59.6,13.8
2024-05-07 13:00:00,30.5,24.4,70.0,249.0,24.8,1005.4,1,7.0,5.0,1.0,2024.0,41.9,10.4
2024-05-07 14:00:00,29.0,24.8,78.0,248.0,24.5,1005.8,1,7.0,5.0,1.0,2024.0,28.9,8.8
2024-05-07 15:00:00,28.4,25.2,83.0,246.0,27.0,1006.1,1,7.0,5.0,1.0,2024.0,23.1,7.9
2024-05-07 16:00:00,28.1,25.3,85.0,241.0,14.4,1007.6,1,7.0,5.0,1.0,2024.0,22.2,7.8
2024-05-07 17:00:00,27.7,25.3,87.0,246.0,16.2,1008.1,1,7.0,5.0,1.0,2024.0,23.3,8.5
2024-05-07 18:00:00,27.3,25.5,90.0,258.0,17.3,1008.4,1,7.0,5.0,1.0,2024.0,23.7,9.0
2024-05-07 19:00:00,26.9,25.7,93.0,272.0,16.9,1008.3,1,7.0,5.0,1.0,2024.0,23.6,9.0
2024-05-07 20:00:00,26.6,25.7,95.0,281.0,14.8,1007.7,1,7.0,5.0,1.0,2024.0,22.6,8.8
2024-05-07 21:00:00,26.2,25.7,97.0,270.0,16.2,1006.5,1,7.0,5.0,1.0,2024.0,21.0,8.2
2024-05-07 22:00:00,26.0,25.5,97.0,269.0,16.6,1006.3,1,7.0,5.0,1.0,2024.0,20.0,7.7
2024-05-07 23:00:00,25.8,25.3,97.0,259.0,15.1,1006.3,1,7.0,5.0,1.0,2024.0,19.4,7.2
2024-05-08 00:00:00,25.7,25.2,97.0,263.0,15.8,1006.6,1,8.0,5.0,2.0,2024.0,18.6,7.0
2024-05-08 01:00:00,25.5,24.8,96.0,266.0,14.8,1006.6,1,8.0,5.0,2.0,2024.0,19.0,7.2
2024-05-08 02:00:00,26.3,25.4,95.0,274.0,15.8,1007.4,1,8.0,5.0,2.0,2024.0,21.7,8.6
2024-05-08 03:00:00,28.3,24.7,81.0,278.0,19.4,1007.4,1,8.0,5.0,2.0,2024.0,24.8,8.6
2024-05-08 04:00:00,30.3,23.5,67.0,283.0,20.2,1007.5,1,8.0,5.0,2.0,2024.0,29.3,9.5
2024-05-08 05:00:00,32.1,22.5,57.0,280.0,18.7,1007.5,1,8.0,5.0,2.0,2024.0,34.1,10.6
2024-05-08 06:00:00,33.4,22.2,52.0,274.0,22.7,1007.4,1,8.0,5.0,2.0,2024.0,39.2,11.6
2024-05-08 07:00:00,34.3,21.7,48.0,275.0,24.5,1006.8,1,8.0,5.0,2.0,2024.0,42.3,12.1
2024-05-08 08:00:00,34.6,21.3,46.0,266.0,24.5,1006.2,1,8.0,5.0,2.0,2024.0,44.2,11.9
2024-05-08 09:00:00,34.3,21.7,48.0,255.0,24.5,1005.4,1,8.0,5.0,2.0,2024.0,46.2,11.6
2024-05-08 10:00:00,33.8,21.9,50.0,252.0,24.8,1004.7,1,8.0,5.0,2.0,2024.0,48.7,11.5
2024-05-08 11:00:00,33.6,21.1,48.0,256.0,24.8,1004.2,1,8.0,5.0,2.0,2024.0,49.6,11.4
2024-05-08 12:00:00,31.8,23.9,63.0,245.0,24.8,1003.8,1,8.0,5.0,2.0,2024.0,45.5,9.5
2024-05-08 13:00:00,30.6,24.5,70.0,245.0,23.8,1003.9,1,8.0,5.0,2.0,2024.0,41.9,9.4
2024-05-08 14:00:00,29.2,24.8,77.0,246.0,22.3,1004.1,1,8.0,5.0,2.0,2024.0,34.8,8.8
2024-05-08 15:00:00,28.5,24.9,81.0,244.0,22.3,1004.5,1,8.0,5.0,2.0,2024.0,28.9,8.5
2024-05-08 16:00:00,28.1,25.7,87.0,241.0,22.0,1005.1,1,8.0,5.0,2.0,2024.0,28.5,8.1
2024-05-08 17:00:00,27.7,26.3,92.0,238.0,18.4,1006.1,1,8.0,5.0,2.0,2024.0,31.5,8.0
2024-05-08 18:00:00,27.4,26.3,94.0,243.0,15.5,1006.5,1,8.0,5.0,2.0,2024.0,31.1,8.9
2024-05-08 19:00:00,27.1,26.2,95.0,264.0,15.8,1006.5,1,8.0,5.0,2.0,2024.0,28.9,9.1
2024-05-08 20:00:00,27.0,26.1,95.0,274.0,16.9,1006.3,2,8.0,5.0,2.0,2024.0,27.0,9.0
2024-05-08 21:00:00,26.9,26.2,96.0,272.0,17.6,1005.7,3,8.0,5.0,2.0,2024.0,25.0,8.1
2024-05-08 22:00:00,26.8,25.6,93.0,272.0,19.8,1004.8,3,8.0,5.0,2.0,2024.0,23.9,7.7
2024-05-08 23:00:00,26.6,25.0,91.0,271.0,17.6,1004.7,2,8.0,5.0,2.0,2024.0,23.5,7.9
2024-05-09 00:00:00,26.2,25.0,93.0,274.0,19.8,1004.8,1,9.0,5.0,3.0,2024.0,20.1,6.0
2024-05-09 01:00:00,26.1,25.2,95.0,271.0,20.2,1005.0,1,9.0,5.0,3.0,2024.0,17.1,6.0
2024-05-09 02:00:00,27.1,25.3,90.0,268.0,20.9,1005.6,1,9.0,5.0,3.0,2024.0,21.3,6.7
2024-05-09 03:00:00,28.6,24.8,80.0,273.0,19.8,1005.9,1,9.0,5.0,3.0,2024.0,34.7,8.0
2024-05-09 04:00:00,30.0,24.6,73.0,261.0,18.4,1006.5,1,9.0,5.0,3.0,2024.0,38.2,9.3
2024-05-09 05:00:00,31.1,24.2,67.0,255.0,20.2,1006.6,1,9.0,5.0,3.0,2024.0,41.2,10.5
2024-05-09 06:00:00,32.0,24.1,63.0,257.0,22.3,1006.6,1,9.0,5.0,3.0,2024.0,43.9,11.8
2024-05-09 07:00:00,32.9,23.8,59.0,259.0,22.7,1006.2,1,9.0,5.0,3.0,2024.0,43.9,12.5
2024-05-09 08:00:00,34.1,23.2,53.0,269.0,23.8,1004.6,1,9.0,5.0,3.0,2024.0,43.2,12.6
2024-05-09 09:00:00,34.2,23.3,53.0,257.0,24.1,1003.9,1,9.0,5.0,3.0,2024.0,42.3,12.5
2024-05-09 10:00:00,33.7,23.1,54.0,246.0,24.5,1003.3,1,9.0,5.0,3.0,2024.0,39.6,11.9
2024-05-09 11:00:00,32.8,23.5,58.0,232.0,24.1,1002.8,1,9.0,5.0,3.0,2024.0,37.1,11.2
2024-05-09 12:00:00,31.1,25.0,70.0,220.0,24.8,1003.0,1,9.0,5.0,3.0,2024.0,42.7,12.5
2024-05-09 13:00:00,29.9,25.0,75.0,213.0,21.6,1003.8,1,9.0,5.0,3.0,2024.0,39.9,11.8
2024-05-09 14:00:00,28.6,25.4,83.0,212.0,21.2,1004.3,1,9.0,5.0,3.0,2024.0,36.0,10.9
2024-05-09 15:00:00,28.1,25.7,87.0,215.0,20.9,1005.1,1,9.0,5.0,3.0,2024.0,33.9,10.3
2024-05-09 16:00:00,27.9,25.7,88.0,221.0,19.4,1005.8,1,9.0,5.0,3.0,2024.0,33.3,10.1
2024-05-09 17:00:00,27.8,25.6,88.0,229.0,17.6,1006.4,2,9.0,5.0,3.0,2024.0,33.5,10.4
2024-05-09 18:00:00,27.5,25.5,89.0,238.0,14.8,1006.9,2,9.0,5.0,3.0,2024.0,34.5,10.9
2024-05-09 19:00:00,27.0,25.6,92.0,250.0,13.0,1006.8,2,9.0,5.0,3.0,2024.0,33.4,11.4
2024-05-09 20:00:00,26.5,25.6,95.0,261.0,11.5,1006.5,3,9.0,5.0,3.0,2024.0,32.2,11.5
2024-05-09 21:00:00,26.1,25.4,96.0,270.0,10.8,1006.0,3,9.0,5.0,3.0,2024.0,31.1,11.7
2024-05-09 22:00:00,25.8,25.3,97.0,276.0,10.1,1005.8,3,9.0,5.0,3.0,2024.0,30.3,11.7
2024-05-09 23:00:00,26.0,25.5,97.0,297.0,9.0,1005.0,2,9.0,5.0,3.0,2024.0,29.4,11.5
2024-05-10 00:00:00,26.0,25.3,96.0,293.0,9.4,1005.3,3,10.0,5.0,4.0,2024.0,26.8,9.0
2024-05-10 01:00:00,25.9,25.2,96.0,286.0,10.1,1005.9,3,10.0,5.0,4.0,2024.0,27.5,10.1
2024-05-10 02:00:00,26.9,24.9,89.0,280.0,11.9,1006.6,3,10.0,5.0,4.0,2024.0,33.3,11.0
2024-05-10 03:00:00,28.2,24.4,80.0,282.0,13.7,1007.0,3,10.0,5.0,4.0,2024.0,37.0,10.4
2024-05-10 04:00:00,29.9,24.1,71.0,266.0,12.6,1007.2,1,10.0,5.0,4.0,2024.0,41.4,10.6
2024-05-10 05:00:00,31.2,23.8,65.0,263.0,16.9,1007.5,2,10.0,5.0,4.0,2024.0,43.7,11.5
2024-05-10 06:00:00,32.2,23.5,60.0,262.0,20.2,1007.5,1,10.0,5.0,4.0,2024.0,45.9,12.5
2024-05-10 07:00:00,33.0,23.1,56.0,253.0,19.4,1007.3,1,10.0,5.0,4.0,2024.0,46.7,12.7
2024-05-10 08:00:00,33.2,22.9,55.0,232.0,21.2,1006.9,1,10.0,5.0,4.0,2024.0,46.4,12.3
2024-05-10 09:00:00,32.7,23.6,59.0,227.0,23.8,1005.1,1,10.0,5.0,4.0,2024.0,46.0,11.9
2024-05-10 10:00:00,32.2,23.7,61.0,222.0,24.8,1004.6,1,10.0,5.0,4.0,2024.0,46.1,11.8
2024-05-10 11:00:00,31.6,23.7,63.0,220.0,24.5,1004.0,1,10.0,5.0,4.0,2024.0,45.1,11.6
2024-05-10 12:00:00,30.8,24.2,68.0,220.0,23.8,1004.1,1,10.0,5.0,4.0,2024.0,49.9,12.1
2024-05-10 13:00:00,29.8,24.7,74.0,217.0,24.1,1004.6,1,10.0,5.0,4.0,2024.0,51.3,12.4
2024-05-10 14:00:00,28.6,24.4,78.0,201.0,20.9,1006.0,1,10.0,5.0,4.0,2024.0,51.1,12.7
2024-05-10 15:00:00,28.2,24.4,80.0,205.0,20.2,1006.9,1,10.0,5.0,4.0,2024.0,51.3,13.1
2024-05-10 16:00:00,28.3,24.3,79.0,213.0,18.0,1007.7,2,10.0,5.0,4.0,2024.0,52.3,13.6
2024-05-10 17:00:00,28.4,24.2,78.0,222.0,15.1,1008.1,2,10.0,5.0,4.0,2024.0,53.7,14.2
2024-05-10 18:00:00,28.1,24.1,79.0,222.0,13.7,1008.3,2,10.0,5.0,4.0,2024.0,54.5,15.2
